name,longitude,latitude,issues,prov,key,scientificName,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,coordinateUncertaintyInMeters,stateProvince,year,month,day,eventDate,modified,lastInterpreted,references,license,isInCluster,geodeticDatum,class,countryCode,country,rightsHolder,identifier,http://unknown.org/nick,informationWithheld,verbatimEventDate,datasetName,collectionCode,verbatimLocality,gbifID,occurrenceID,taxonID,catalogNumber,recordedBy,institutionCode,eventTime,identifiedBy,identificationID,occurrenceRemarks,sex,lifeStage,continent,institutionKey,collectionKey,acceptedNameUsage,institutionID,locality,language,type,preparations,ownerInstitutionCode,datasetID,collectionID,networkKeys,individualCount,elevation,elevationAccuracy,associatedOccurrences,dynamicProperties,county,identificationVerificationStatus,eventRemarks,locationAccordingTo,identificationRemarks,georeferencedDate,higherGeography,nomenclaturalCode,georeferencedBy,georeferenceProtocol,georeferenceVerificationStatus,endDayOfYear,verbatimCoordinateSystem,otherCatalogNumbers,organismID,previousIdentifications,identificationQualifier,samplingProtocol,accessRights,higherClassification,georeferenceSources,establishmentMeans,vernacularName,startDayOfYear,locationRemarks,earliestEpochOrLowestSeries,fieldNumber,recordNumber,identificationReferences,disposition,http://unknown.org/recordId,rights,georeferenceRemarks,bibliographicCitation,associatedSequences,fieldNotes,municipality,taxonRemarks,higherGeographyID,projectId,coordinatePrecision,earliestAgeOrLowestStage,namePublishedInYear,associatedReferences,taxonConceptID,verbatimTaxonRank,bed,formation,member,lithostratigraphicTerms,latestAgeOrHighestStage,locationID,depth,depthAccuracy,nameAccordingTo,parentNameUsage
"Mustela nigripes (Audubon & Bachman, 1851)",-106.8772,34.87925,"gass84,osiic,colmano,inmafu",gbif,1638521646,"Mustela nigripes (Audubon & Bachman, 1851)",dab57200-c600-4f26-b657-cf217443034e,52c8f620-1816-11da-9544-b8a03c50a862,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2022-01-01T23:39:47.736+00:00,2022-01-01T23:40:01.786+00:00,239,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,2007-06-25T00:00:00,1000,New Mexico,1964,7,3,1964-07-03,2021-07-17T00:09:11.804+00:00,2022-01-01T23:40:01.786+00:00,http://arctos.database.museum/guid/UTEP:ES:46-2135.1,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/UTEP:ES:46-2135.1?seid=3373867,NA,NA,1964-07-03,NA,http://arctos.database.museum/collection/UTEP:ES,"USA, New Mexico, Bernalillo, Isleta Cave No 2, Rio Grande drainage, 34°52.8' Lat, 106°52.8' Lon,  Sec 31 N 1/2 R1E T8N, Elev.  1716 M, Strat: From 6"" to 10"" deep. B-4 - A-4",1638521646,http://arctos.database.museum/guid/UTEP:ES:46-2135.1?seid=3373867,NA,UTEP:ES:46-2135.1,Collector(s): Nancy Carter,UTEP,1964-07-03,Elizabeth A. Tabarani,NA,NA,NA,NA,NORTH_AMERICA,adbcf6bb-4718-4f96-bd4f-cad7116f0d60,NA,NA,UTEP,Isleta Cave No 2,en,PhysicalObject,tibia,NA,NA,118,,1,1716,0,NA,NA,Bernalillo County,features,NA,Nancy Carter,Former nature_of_id: expert.,1964-07-03 00:00:00,"North America, United States, New Mexico, Bernalillo County",ICZN,Nancy Carter,thesaurus,unverified,185,NA,collector number=391,http://arctos.database.museum/guid/UTEP:ES:46-2135.1,"[{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""2007-06-25"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: expert."",""idby"":""Elizabeth A. Tabarani"",""concept_label"":null}]",A,NA,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Caniformia, Mustelidae, Mustelinae, Mustela,",From 1:100000 map using Township Section Range information,NA,NA,NA,"Rio Grande drainage, Sec 31 N 1/2 R1E T8N",Pleistocene,NA,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-106.8772,34.87925,"gass84,osiic,colmano,inmafu",gbif,1638521655,"Mustela nigripes (Audubon & Bachman, 1851)",dab57200-c600-4f26-b657-cf217443034e,52c8f620-1816-11da-9544-b8a03c50a862,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2022-01-01T23:39:47.736+00:00,2022-01-01T23:40:04.546+00:00,239,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,2007-06-25T00:00:00,1000,New Mexico,1964,7,3,1964-07-03,NA,2022-01-01T23:40:04.546+00:00,http://arctos.database.museum/guid/UTEP:ES:46-2071.1,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/UTEP:ES:46-2071.1?seid=3373866,NA,NA,1964-07-03,NA,http://arctos.database.museum/collection/UTEP:ES,"USA, New Mexico, Bernalillo, Isleta Cave No 2, Rio Grande drainage, 34°52.8' Lat, 106°52.8' Lon,  Sec 31 N 1/2 R1E T8N, Elev.  1716 M, Strat: From 6"" to 10"" deep. B-4 - A-4",1638521655,http://arctos.database.museum/guid/UTEP:ES:46-2071.1?seid=3373866,NA,UTEP:ES:46-2071.1,Collector(s): Nancy Carter,UTEP,1964-07-03,Elizabeth A. Tabarani,NA,NA,NA,NA,NORTH_AMERICA,adbcf6bb-4718-4f96-bd4f-cad7116f0d60,NA,NA,UTEP,Isleta Cave No 2,en,PhysicalObject,dentary; tooth; tooth,NA,NA,118,,1,1716,0,NA,NA,Bernalillo County,features,NA,Nancy Carter,Former nature_of_id: expert.,1964-07-03 00:00:00,"North America, United States, New Mexico, Bernalillo County",ICZN,Nancy Carter,thesaurus,unverified,185,NA,collector number=391,http://arctos.database.museum/guid/UTEP:ES:46-2071.1,"[{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""2007-06-25"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: expert."",""idby"":""Elizabeth A. Tabarani"",""concept_label"":null}]",A,NA,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Caniformia, Mustelidae, Mustelinae, Mustela,",From 1:100000 map using Township Section Range information,NA,NA,NA,"Rio Grande drainage, Sec 31 N 1/2 R1E T8N",Pleistocene,NA,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-106.8772,34.87925,"gass84,osiic,colmano,inmafu",gbif,1638521975,"Mustela nigripes (Audubon & Bachman, 1851)",dab57200-c600-4f26-b657-cf217443034e,52c8f620-1816-11da-9544-b8a03c50a862,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2022-01-01T23:39:47.736+00:00,2022-01-01T23:40:01.806+00:00,239,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,1964-07-01T00:00:00,1000,New Mexico,1964,7,1,1964-07-01,2021-07-17T00:09:11.804+00:00,2022-01-01T23:40:01.806+00:00,http://arctos.database.museum/guid/UTEP:ES:46-2967.1,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/UTEP:ES:46-2967.1?seid=3374991,NA,NA,1964-07-01,NA,http://arctos.database.museum/collection/UTEP:ES,"USA, New Mexico, Bernalillo, Isleta Cave No 2, Rio Grande drainage, 34°52.8' Lat, 106°52.8' Lon,  Sec 31 N 1/2 R1E T8N, Elev.  1716 M, Strat: A3 - B3 subsurface 5""",1638521975,http://arctos.database.museum/guid/UTEP:ES:46-2967.1?seid=3374991,NA,UTEP:ES:46-2967.1,Collector(s): University of New Mexico,UTEP,1964-07-01,Arthur H. Harris,NA,NA,NA,NA,NORTH_AMERICA,adbcf6bb-4718-4f96-bd4f-cad7116f0d60,NA,NA,UTEP,Isleta Cave No 2,en,PhysicalObject,baculum,NA,NA,118,,1,1716,0,NA,verbatim collector=University of New Mexico Anthropology,Bernalillo County,features,NA,University of New Mexico,Former nature_of_id: expert.,1964-07-01 00:00:00,"North America, United States, New Mexico, Bernalillo County",ICZN,University of New Mexico,thesaurus,unverified,183,NA,Locality ID=X9,http://arctos.database.museum/guid/UTEP:ES:46-2967.1,"[{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""1964-07-01"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: expert."",""idby"":""Arthur H. Harris"",""concept_label"":null}]",A,NA,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Caniformia, Mustelidae, Mustelinae, Mustela,",From 1:100000 map using Township Section Range information,NA,NA,NA,"Rio Grande drainage, Sec 31 N 1/2 R1E T8N",Pleistocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-102.46244790985149,45.49197578532571,"cdrep,incomis,inmafu",gbif,2266100726,"Mustela nigripes (Audubon & Bachman, 1851)",4bc6e742-69ea-4ed5-a6e5-21f674d9f884,927f1e70-cf74-11d8-bf68-b8a03c50a862,998fa743-e3d2-41bd-8cd3-754e22581224,US,DWC_ARCHIVE,2021-11-22T01:50:02.000+00:00,2021-12-01T20:47:02.407+00:00,127,927f1e70-cf74-11d8-bf68-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,NA,37,South dakota,1952,10,13,1952-10-13,2000-03-22T10:15:46.000+00:00,2021-12-01T20:47:02.407+00:00,https://bellatlas.umn.edu:443/collections/individual/index.php?occid=288457,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,J. F. Bell Museum of Natural History,288457,NA,NA,NA,NA,Mammals,NA,2266100726,ab247a6c-7a2b-11e3-81f0-12313d0829ba,527865,3667,"HINDS, A",MMNH,NA,NA,NA,NA,NA,NA,NA,32d6cbaf-0b21-4084-9556-55947520ccb5,NA,NA,NA,SPECIFIC LOCALITY UNKNOWN,NA,NA,SS* - 1,NA,NA,b02636b8-7a2b-11e3-81f0-12313d0829ba,,NA,NA,NA,NA,NA,PERKINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Users are required to adhere to Bell Museum collections policy. Questions may be directed to the curator in charge.,NA,NA,NA,NA,287,NA,NA,NA,NA,NA,NA,urn:uuid:ab247a6c-7a2b-11e3-81f0-12313d0829ba,http://creativecommons.org/publicdomain/zero/1.0/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-106.758314,34.892364,"cdround,gass84,osiic,colmano,inmafu",gbif,1638521031,"Mustela nigripes (Audubon & Bachman, 1851)",dab57200-c600-4f26-b657-cf217443034e,52c8f620-1816-11da-9544-b8a03c50a862,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2022-01-01T23:39:47.736+00:00,2022-01-01T23:40:04.070+00:00,239,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,1983-10-29T00:00:00,1000,New Mexico,1951,12,1,1951-12-01,2021-07-17T00:10:02.277+00:00,2022-01-01T23:40:04.070+00:00,http://arctos.database.museum/guid/UTEP:ES:41-312,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/UTEP:ES:41-312?seid=3401325,NA,NA,1951-12-,NA,http://arctos.database.museum/collection/UTEP:ES,"USA, New Mexico, Bernalillo, Isleta Cave No. 1, Rio Grande drainage, 34° 53' 32.51"" N Lat, 106° 45' 29.93"" W Lon, SEC 31 N 1/2 R1E T8N, Elev. 1530 M",1638521031,http://arctos.database.museum/guid/UTEP:ES:41-312?seid=3401325,NA,UTEP:ES:41-312,Collector(s): unknown,UTEP,1951-12-01/1951-12-31,Arthur H. Harris,NA,NA,NA,NA,NORTH_AMERICA,adbcf6bb-4718-4f96-bd4f-cad7116f0d60,NA,NA,UTEP,Isleta Cave No. 1,en,PhysicalObject,dentary,NA,NA,118,,1,1530,0,NA,verbatim collector=HHW,Bernalillo County,features,NA,unknown,Former nature_of_id: expert.,1951-12-31 00:00:00,"North America, United States, New Mexico, Bernalillo County",ICZN,unknown,not recorded,unverified,NA,NA,NA,http://arctos.database.museum/guid/UTEP:ES:41-312,"[{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""1983-10-29"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: expert."",""idby"":""Arthur H. Harris"",""concept_label"":null}]",A,NA,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Caniformia, Mustelidae, Mustelinae, Mustela,",collector,NA,NA,NA,"Rio Grande drainage, SEC 31 N 1/2 R1E T8N, Specimen Age Estimate - maximum date: 17240",Pleistocene,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-103.771556,44.967243,"gass84,osiic,colmano,inmafu",gbif,2427817554,"Mustela nigripes (Audubon & Bachman, 1851)",b15d4952-7d20-46f1-8a3e-556a512b04c5,939ed180-aa7b-11db-8edf-b8a03c50a862,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2021-12-22T00:55:40.077+00:00,2021-12-22T01:02:15.072+00:00,284,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,2005-03-08T00:00:00,4345229,NA,1950,1,1,1950-01-01,2021-06-09T00:40:00.007+00:00,2021-12-22T01:02:15.072+00:00,http://arctos.database.museum/guid/MSB:Mamm:101211,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/MSB:Mamm:101211?seid=18363,NA,NA,before 2005,NA,http://arctos.database.museum/collection/MSB:Mamm,Verbatim locality not recorded,2427817554,http://arctos.database.museum/guid/MSB:Mamm:101211?seid=18363,NA,MSB:Mamm:101211,Collector(s): unknown,MSB,1950-01-01/2005-01-01,unknown,NA,NA,NA,NA,NORTH_AMERICA,8827b228-5892-444f-9ce9-f1e1d97ed133,NA,NA,MSB,Specific locality not recorded.,en,PhysicalObject,skin,NA,NA,14,,1,NA,NA,NA,sex=unknown,NA,unknown,NA,unknown,Former nature_of_id: legacy.,2012-07-08 00:00:00,"North America, United States",ICZN,unknown,not recorded,unverified,NA,NA,USGS: U.S. Geological Survey=BS/FC 1211,http://arctos.database.museum/guid/MSB:Mamm:101211,"[{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""2005-03-08"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""unknown"",""concept_label"":null}]",A,NA,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Caniformia, Mustelidae, Mustelinae, Mustela,",Google Earth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-103.771556,44.967243,"gass84,osiic,colmano,inmafu",gbif,2427817579,"Mustela nigripes (Audubon & Bachman, 1851)",b15d4952-7d20-46f1-8a3e-556a512b04c5,939ed180-aa7b-11db-8edf-b8a03c50a862,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2021-12-22T00:55:40.077+00:00,2021-12-22T01:02:49.082+00:00,284,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,2005-03-08T00:00:00,4345229,NA,1950,1,1,1950-01-01,2021-06-09T00:40:00.007+00:00,2021-12-22T01:02:49.082+00:00,http://arctos.database.museum/guid/MSB:Mamm:104283,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/MSB:Mamm:104283?seid=1202965,NA,NA,before 2005,NA,http://arctos.database.museum/collection/MSB:Mamm,Verbatim locality not recorded,2427817579,http://arctos.database.museum/guid/MSB:Mamm:104283?seid=1202965,NA,MSB:Mamm:104283,Collector(s): unknown,MSB,1950-01-01/2005-01-01,unknown,NA,"no data, may belong to skin #1211",NA,NA,NORTH_AMERICA,8827b228-5892-444f-9ce9-f1e1d97ed133,NA,NA,MSB,Specific locality not recorded.,en,PhysicalObject,skull,NA,NA,14,,1,NA,NA,NA,sex=unknown,NA,unknown,NA,unknown,Former nature_of_id: legacy.,2012-07-08 00:00:00,"North America, United States",ICZN,unknown,not recorded,unverified,NA,NA,USGS: U.S. Geological Survey=BS/FC 4283,http://arctos.database.museum/guid/MSB:Mamm:104283,"[{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""2005-03-08"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""unknown"",""concept_label"":null}]",A,NA,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Caniformia, Mustelidae, Mustelinae, Mustela,",Google Earth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-103.771556,44.967243,"gass84,osiic,colmano,inmafu",gbif,2427817593,"Mustela nigripes (Audubon & Bachman, 1851)",b15d4952-7d20-46f1-8a3e-556a512b04c5,939ed180-aa7b-11db-8edf-b8a03c50a862,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2021-12-22T00:55:40.077+00:00,2021-12-22T01:02:48.913+00:00,284,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,2005-03-08T00:00:00,4345229,NA,1950,1,1,1950-01-01,2021-06-09T00:40:00.007+00:00,2021-12-22T01:02:48.913+00:00,http://arctos.database.museum/guid/MSB:Mamm:104282,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/MSB:Mamm:104282?seid=651145,NA,NA,before 2005,NA,http://arctos.database.museum/collection/MSB:Mamm,Verbatim locality not recorded,2427817593,http://arctos.database.museum/guid/MSB:Mamm:104282?seid=651145,NA,MSB:Mamm:104282,Collector(s): unknown,MSB,1950-01-01/2005-01-01,unknown,NA,no data,NA,NA,NORTH_AMERICA,8827b228-5892-444f-9ce9-f1e1d97ed133,NA,NA,MSB,Specific locality not recorded.,en,PhysicalObject,skull,NA,NA,14,,1,NA,NA,NA,sex=unknown,NA,unknown,NA,unknown,Former nature_of_id: legacy.,2012-07-08 00:00:00,"North America, United States",ICZN,unknown,not recorded,unverified,NA,NA,USGS: U.S. Geological Survey=BS/FC 4282,http://arctos.database.museum/guid/MSB:Mamm:104282,"[{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""2005-03-08"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""unknown"",""concept_label"":null}]",A,NA,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Caniformia, Mustelidae, Mustelinae, Mustela,",Google Earth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-99.8006,43.87602,colmafu,gbif,1325915391,"Mustela nigripes (Audubon & Bachman, 1851)",04169fce-7d4f-41f7-9dff-245960f5b59e,b0fdc0ef-a1c2-4ba9-a567-5c65dd742269,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2021-11-23T14:20:21.080+00:00,2021-12-01T15:50:15.399+00:00,149,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,NA,59176,South Dakota,1946,11,1,1946-11-01,2020-04-10T00:00:00.000+00:00,2021-12-01T15:50:15.399+00:00,http://portal.vertnet.org/o/sui/vert?id=urn:catalog:sui:vert:33434,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,urn:catalog:SUI:VERT:33434,NA,NA,1946 November,NA,VERT,"North America | United States | South Dakota | Lyman | Lyman Co., South Dakota",1325915391,urn:catalog:SUI:VERT:33434,NA,33434,"Lester, Adrian",SUI,NA,NA,NA,NA,MALE,NA,NORTH_AMERICA,4433c67a-61c2-4619-9904-d12d107d5081,e6a70868-62da-4ca1-b907-3d00c61313fa,NA,http://grbio.org/cool/fx78-973d,NA,en,PhysicalObject,skin,NA,NA,NA,,NA,NA,NA,NA,NA,Lyman,NA,NA,NA,NA,NA,NORTH AMERICA | UNITED STATES | SOUTH DAKOTA | LYMAN |  |  |  |,ICZN,NA,NA,requires verification,305,NA,NA,NA,Mustela nigripes,NA,NA,http://vertnet.org/resources/norms.html,| Mammalia |  | Carnivora | Mustelidae | Mustela,NA,NA,"Ferret, Black-footed",305,NA,NA,NA,NA,NA,NA,NA,NA,"Used Geolocate, point placed so as to incorporate the entirety of the county",urn:catalog:SUI:VERT:33434. http://ipt.vertnet.org:8080/ipt/resource.do?r=sui_verts.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mustela nigripes (Audubon & Bachman, 1851)",-104.77182533383345,38.73995755735545,"cdrep,cdround,osiic,colmano,inmafu",gbif,1145758861,"Mustela nigripes (Audubon & Bachman, 1851)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,DWC_ARCHIVE,2021-12-24T18:04:44.747+00:00,2021-12-24T18:09:16.846+00:00,283,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,5218985,1,44,359,732,5307,2433922,5218985,5218985,"Mustela nigripes (Audubon & Bachman, 1851)",Animalia,Chordata,Carnivora,Mustelidae,Mustela,Mustela nigripes,Mustela,nigripes,SPECIES,ACCEPTED,EN,1999-01-27T00:00:00,1609,Colorado,1945,11,10,1945-11-10,2021-02-09T11:10:00.005+00:00,2021-12-24T18:09:16.846+00:00,http://arctos.database.museum/guid/MVZ:Mamm:184119,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,WGS84,Mammalia,US,United States of America,NA,http://arctos.database.museum/guid/MVZ:Mamm:184119?seid=1588736,NA,NA,10 Nov 1945,NA,http://arctos.database.museum/collection/MVZ:Mamm,7 mi SSE Colorado Spr.,1145758861,http://arctos.database.museum/guid/MVZ:Mamm:184119?seid=1588736,NA,MVZ:Mamm:184119,Collector(s): Milton Hildebrand,MVZ,1945-11-10,"Museum of Vertebrate Zoology, University of California, Berkeley",NA,NA,NA,NA,NORTH_AMERICA,59175240-4500-42b9-9e98-42ae299a5e9b,NA,NA,MVZ,7 mi SSE Colorado Spring,en,PhysicalObject,skull,NA,NA,28,,1,1798,0,NA,sex=unknown,El Paso County,unknown,NA,Mindy R. Williamson,Former nature_of_id: legacy.,2003-10-23 00:00:00,"North America, United States, Colorado, El Paso County",ICZN,Mindy R. Williamson,not recorded,unverified,314,UTM,collector number=1552,http://arctos.database.museum/guid/MVZ:Mamm:184119,"[{""scientific_name"":""Mustela nigripes"",""nature_of_id"":""unknown"",""accepted_id_fg"":1,""made_date"":""1999-01-27"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: legacy."",""idby"":""Museum of Vertebrate Zoology, University of California, Berkeley"",""concept_label"":null}]",A,NA,http://vertnet.org/resources/norms.html,"Animalia, Chordata, Mammalia, Carnivora, Caniformia, Mustelidae, Mustelinae, Mustela,",Colorado RGIS,NA,NA,NA,NA,NA,NA,1552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
